taxonId,scientificName,vernacularName,WA Status,WA Rank,DBCA District,Distribution,taxonRemarks,status,sourceStatus,status description,class,category,sensitivityZoneId
1262,Arnocrinum drummondii,,3,,"Moora,Geraldton","Gunyidi, Watheroo, Kalbarri, Cooloomia, Mullewa",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1263,Arnocrinum gracillimum,,3,,Moora,"S of Eneabba, Badgingarra, Lesueur",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
42795,Astartea granitica,,3,,Frankland,"Granite Peak, Mt Johnston, Mt Frankland, Mt Pingerup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
42787,Astartea reticulata,,3,,Albany,"Fitzgerald River NP, Hopetoun, Munglinup, Torradup, Esperance",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
7849,Asteridea gracilis,,3,,"Albany,Perth Hills","Gosnells, Mt Saddleback, South Stirling, Gordon Inlet, Bindoon, Helena Valley",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
228,Astrebla lappacea,,3,,Karratha,"Hamersley Stn, NT, Eastern States",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
2458,Atriplex flabelliformis,,3,,"Karratha,East Kimberley","Roy Hill Stn, Gordon Downs Stn, Marillana Stn",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17520,Atriplex lindleyi subsp. conduplicata,,3,,"Kalgoorlie,Esperance,Karratha,Geraldton","Credo Stn, Norseman, Karratha Stn, Balfour Downs Stn",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
50758,Austrobaeckea uncinella,,3,,"Albany,Esperance","Scattered locations from NW to NE of Esperance, stretching approx. 130km. Extends from Young River east to near Mt Heywood (c. 80 km north-east of Esperance). Associated with salt lakes and watercourses.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
43940,Austroparmelina macrospora,,3,,"Kalgoorlie,Geraldton,Central Wheatbelt","Kalgoorlie, Ninghan Stn, Wanjarri NR,Mount Harry, Kathleen, Bullfinch, Kalbarri",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17243,Austrostipa lanata,,3,,"Kalgoorlie,Esperance","Rawlinna, Moonera Station, Mundrabilla, Forrest",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
35317,Austrostipa mundula,,3,,"Blackwood,Albany,Esperance,Swan Coastal","Torndirrup N.P., Esperance, Fremantle, City Beach, Boranup, Bremer Bay, Nuytsland NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
50792,Austrostipa nunaginensis,,3,,"Moora,Geraldton,Swan Coastal,Central Wheatbelt","Burma Road N.R., Coomallo, York, Moora, Bruce Rock, Crawley",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
50787,Austrostipa turbinata,,3,,"Kalgoorlie,Albany","Ravensthorpe, Forrestania, Kellerberrin, Feysville, Kangaroo Hills timber Reserve, Peak Charles National Park",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17258,Austrostipa vickeryana,,3,,"Kalgoorlie,Esperance,Central Wheatbelt","Mount Windarra, Lake King, Lake Medcalf, Rawlinna",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
45397,Babingtonia cherticola,,3,,Moora,"Moora, Watheroo, Badgingarra",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
45402,Babingtonia urbana,,3,,"Moora,Swan Coastal","Moora, Lancelin, Cannington, Kenwick, Mogumber",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14481,Baeckea sp. London Bridge (M.E. Trudgen 5393),,3,,"Kalgoorlie,Geraldton","Sandstone, Youanmi",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14473,Baeckea sp. Sandstone (C.A. Gardner s.n. 26 Oct. 1963),,3,,"Kalgoorlie,Geraldton","Wiluna, Sandstone, Agnew, Great Victoria Desert,",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14476,Baeckea sp. Walkaway (A.S. George 11249),,3,,Geraldton,"Nanson, Ambania, Walkaway, Burma Road Reserve, Mt Fanny, Mt Horner",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
51261,Balaustion exsertum,,3,,"Great Southern,Central Wheatbelt","Bruce Rock, Eujinyn, Mukinbudin, Tammin, Mt Manning/Aurora Ranges Conservation Park, Durokoppin NR, Kellerberrin,",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
51256,Balaustion grande,,3,,"Moora,Geraldton,Central Wheatbelt","Bookara, Carnamah, Coorow, Wubin, Latham, Watheroo_x000D_
",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
51264,Balaustion grandibracteatum subsp. grandibracteatum,,3,,Central Wheatbelt,Parker Range,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
51268,Balaustion mukinbudin,,3,,Central Wheatbelt,"Chiddarcooping, Walyahmoning, Yandegin Hill, Mukinbudin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48221,Balladonia aervoides,,3,,Geraldton,"Port Gregory, Dorre Island, Bernier Island, Abrolhos",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32628,Banksia borealis subsp. elatior,,3,,Moora,Three Springs,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32617,Banksia corvijuga,,3,,Albany,"Mt Short, Ravensthorpe Range, Mt Desmond",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32596,Banksia cypholoba,,3,,Moora,"Arrino, Eneabba, Alexander-Morrison NP",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32696,Banksia dallanneyi subsp. pollosta,,3,,"Moora,Swan Coastal,Central Wheatbelt","Moore River, Moora, Watheroo, Wongan Hills, Gillingarra",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32543,Banksia erythrocephala var. inopinata,,3,,Great Southern,"Nyabing, Kulin, Harrismith, Burngup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32539,Banksia fasciculata,,3,,Great Southern,"Nyabing, Yealering, Corrigin, Lake Grace, Harrismith, Birdwhistle, Yilliminning",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32527,Banksia fraseri var. crebra,,3,,Moora,"Carnamah, Eneabba, Badgingarra, Coorow",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32522,Banksia fraseri var. oxycedra,,3,,Moora,"Three Springs, Arrino",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32516,Banksia horrida,,3,,"Great Southern,Central Wheatbelt","Tammin, Corrigin, Narembeen, Goomalling, Bruce Rock, Quairading",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32216,Banksia kippistiana var. paenepeccata,,3,,"Moora,Swan Coastal","Warradarge Hill, Lesueur NP, Eneabba, Wannamal, Regans Ford, Gingin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1831,Banksia lullfitzii,,3,,"Kalgoorlie,Esperance,Great Southern,Central Wheatbelt","Southern Cross, Frank Hann N.P., Coolgardie, Mt Manning Range, Ravensthorpe",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32212,Banksia meganotia,,3,,"Albany,Perth Hills,Great Southern","Kulin-Pingrup, Yilliminning, Ravensthorpe, Nyabing, Harrismith, Badgebup, Wandering",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32206,Banksia nana,,3,,Moora,"Dandaragan, Badgingarra, Coomallo N.R., Alexander Morrison N.P.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32201,Banksia nobilis subsp. fragrans,,3,,Moora,"Eneabba, Badgingarra",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32144,Banksia prolata subsp. prolata,,3,,Esperance,"Recherche Archipelago, Cape Arid, Cape Paisley, Lucky Bay, Mondrain Is",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32138,Banksia pteridifolia subsp. vernalis,,3,,"Moora,Swan Coastal","Dandaragan, Alexander Morrison N.P., Three Springs, Forrestfield, Gillingarra, Boonanarring NR, Maida Vale, Gooseberry Hill",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32095,Banksia rufa subsp. chelomacarpa,,3,,"Albany,Great Southern","Newdegate, Ravensthorpe",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32094,Banksia rufa subsp. flavescens,,3,,"Esperance,Great Southern,Central Wheatbelt","Ravensthorpe, Lake King, Frank Hann, Forrestania, Hatters Hill, Bodallin, Narembeen",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32092,Banksia rufa subsp. obliquiloba,,3,,Great Southern,"Corrigin, Dudinin, Bendering, Boolanelling NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32073,Banksia splendida subsp. macrocarpa,,3,,Moora,Badgingarra - Eneabba - Coorow,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32040,Banksia subpinnatifida var. imberbis,,3,,"Blackwood,Perth Hills,Wellington,Great Southern","Boddington, Kojonup, Broomehill, Bowelling, Kulikup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32037,Banksia subulata,,3,,Moora,"Badgingarra, Alexander-Morrison NP, Dinner Hill, Eneabba",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32011,Banksia trifontinalis,,3,,Moora,"Three Springs, Arrino",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32014,Banksia viscida,,3,,"Esperance,Central Wheatbelt","Hatter Hill, Digger Rocks, South Ironcap, North Ironcap",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
32015,Banksia xylothemelia,,3,,Great Southern,"Dragon Rocks, Lake King, Newdegate, South Buniche NR, Kondinin, Lake Magenta",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5377,Beaufortia bicolor,,3,,Moora,Coolimba - Walyering Hill,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
46794,Beaufortia burbidgeae,,3,,Great Southern,"Brookton, Corrigin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5384,Beaufortia eriocephala,,3,,"Moora,Perth Hills,Swan Coastal","Mt Lesueur, Cataby, Coorow, Mogumber, York, St Ronans N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5390,Beaufortia purpurea,,3,,Perth Hills,"Morangup N.P., Walyunga N.P., John Forrest N.P., Greenmount N.P., Gooseberry Hill N.P., Martin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48439,Bergia occultipetala,,3,,Karratha,Kiwirrkurra IPA,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34236,Beyeria cinerea subsp. cinerea,,3,,"Geraldton,Shark Bay","Murchison River, Kalbarri, Warroora Stn, Coolimba, Tamala Stn, Shark Bay",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
4596,Beyeria gardneri,,3,,"Moora,Geraldton","Murchison River, Eurardy Station, Badgingarra, Kalbarri NP, Indara NR, Marchagee NR, Watheroo NP, Coorow, Three Springs",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34298,Beyeria sulcata var. truncata,,3,,"Albany,Esperance,Great Southern","Jerdacuttup, Ravensthorpe, Norseman, Lake King, Frank Hann N.P.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
31606,Blackallia nudiflora,,3,,"Moora,Geraldton","Murchison River - Northampton, Koojan, Moora",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
20026,Blennospora doliiformis,,3,,"Blackwood,Perth Hills,Swan Coastal","Ruabon, Yalgorup, Lake Muckenburra, Kooljerrenup NR, Busselton, Austin Bay NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6607,Bonamia oblongifolia,,3,,"Karratha,West Kimberley","Mandora Stn., James Price Point, Port Headland, La Grange",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
44780,Bonamia wilsoniae,,3,,East Kimberley,Kununurra,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16313,Boronia anceps,,3,,"Blackwood,Frankland","Scott River, Walpole, Cape Naturaliste, Cowaramup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11612,Boronia capitata subsp. gracilis,,3,,"Blackwood,Swan Coastal,Wellington","Harvey, Busselton, Yarloop, Cowaramup, Waroona",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
4412,Boronia crassipes,,3,,Albany,"Albany, Millbrook",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16387,Boronia kalumburuensis,,3,,East Kimberley,"Kalumburu, Theda Stn",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
4434,Boronia pauciflora,,3,,"East Kimberley,West Kimberley","King Leopold Range, Prince Regent River NR, Edkins Range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16638,Boronia scabra subsp. attenuata,,3,,Esperance,"Cape Le Grande, Recherche Archipelago, Cape Arid",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17968,Boronia ternata var. promiscua,,3,,,"Forrestania, Mount Holland",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17804,Boronia tetragona,,3,,Blackwood,"Capel, Busselton, Whicher Range, Cowaramup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1270,Borya longiscapa,,3,,Frankland,Mount Lindesay,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
30251,Bossiaea atrata,,3,,"Albany,Great Southern,Central Wheatbelt","Ongerup, Dragon Rocks, Hatter's Hill, Dowerin, Lake King, Buniche, Manmanning",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
30232,Bossiaea calcicola,,3,,"Geraldton,Shark Bay","Shark Bay, Kalbarri, Hutt Lagoon, East Wallabi Is.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
30256,Bossiaea celata,,3,,Kalgoorlie,"Duri, Boorabbin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3706,Bossiaea concinna,,3,,"Kalgoorlie,Albany,Central Wheatbelt","Cunderdin, Woolgangie, Coolgardie, Lake Mason Stn, Jerramungup, Pithara",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
30236,Bossiaea eremaea,,3,,Kalgoorlie,"Merolia Stn, Sandstone, White Cliffs Stn",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
30254,Bossiaea flexuosa,,3,,"Esperance,Great Southern","Lake King, Salmon Gums, Frank Hann NP, Forrestania, Bremer Range, Scaddan",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
